User Name,Title,Rating,Time,Country,Content
Denise,Enregistrement de ma CB…,5,05/10/23,FR,10/05 pour l'enregistrement de ma CB sur la nouvelle application car je ne recevais pas de SMS. L'opératrice a su me guider pour mener à bien l'opération.
Rosy SAARMETS,à fuir,1,07/27/23,FR,"à fuir, impossible de joindre un conseiller, robot idiot qui ne comprends rien et tourne en rond, délai de mise à jour très long, il y a des banques en ligne plus performantesSuite à la réponse, j'ai eu beaucoup de mal à avoir un conseiller en tchat et la seule réponse a été d'attendre ! et je suis allée voir à l'instant sur l'application, faux, le montant n'est toujours pas mis à jour, c'est toujours celui affiché depuis le prélèvement du mois dernier !!! Solde mis à jour 3 jours après. Dommage qu'il ne soit pas possible de noter en négatifClôture demandée 21 juillet, et là aussi, le robot bloque pour un iban alors que le compte est à zéro, procédure nécessitant des documents manuscrits à envoyer par mail, alors que rien de manuscrit demandé pour souscrire, rien de pratique et rapide, liste et adresse mail à recopier à la main car l'application n'autorise pas les captures d'écran !!! Je serais heureuse quand j'aurai confirmation que ce compte est clôturé !Toujours en attente de la clôture effective du compte, après plusieurs jours, après avoir fourni les documents demandés, preuve de la destruction de la CB, nous sommes le 27 juillet, rien n'est fait ! Même clôturer un compte ils ne savent pas faire !!! N'ouvrez jamais de compte chez eux !"
thion,Vente forcée d'un compte orange,1,05/10/23,FR,"J'ai 72 ans et je suis tombé dans un piège bien organisé. J'ai acheté un Fold4 chez orange, le vendeur m'a parlé d'ouvrir un compte Orange Bank, et l'a j'ai dit non après je suis passé pour l'enregistrement du téléphone et des signatures à faire sur une tablette ""signez l'a Monsieur"" et finalement on signe sans pouvoir lire tout se qui est indiqué sur la page et donc le vendeur en a profité pour me coller un compte en banque Orange avec un versement de 200€. Arrivé chez moi j'ai vite retiré 195€ mon solde restant était de 5€. Plusieurs mois après on me réclame plus de 40€ pour non utilisation et fermeture du compte. Vous comprenez comment et pourquoi il faut faire vite pour signer chez Orange qui se gave avec ses escroqueries.Moins - 5 étoile"
Louis-Bertrand KOUKA,Sollicitude OrangeBank,5,05/09/23,FR,Très bonne prise en charge de ma demande. Conseiller très aimable avec une bonne bonne sollicitude.
MYRIAM,merci,5,05/09/23,FR,merci pour votre aide rapide
Diego,Superbe personne,5,05/08/23,FR,Personne très a l'écoute
Mathieu,Délais ridicules,1,05/09/23,FR,"Ça fait 2 jours que je souhaite modifier mon plafond de paiement pour quelques dizaines d'euros de différence afin de réserver des billets d'avion en urgence et profiter des services d'assurance de ma carte.Je précise que je suis client Premium chez eux mais visiblement d'après le service client ça n'a aucune importance.Le service client indique de faire depuis l'app, pour moi c'est impossible je suis bloqué et je n'ai que 2 choix : 0 ou 1500€.Je le fais via eux, on me confirme que ma demande va être traitée très rapidement.Aucune nouvelle. Ha oui, parce que le dimanche ils ne travaillent pas et aujourd'hui on est férié donc AUCUN expert dispo ou personnel pour traiter ma demande.Vraiment ? Heureusement que je n'ai pas un gros problème, pour une banque en ligne c'est une honte de ne pas avoir un personnel compétent disponible de permanence à toute heure comme le font les autres banques en ligne. Et surtout de patienter autant de temps pour faire ce que je veux de mon argent, c'est absolument l'inverse de ce qu'on attend d'une banque en ligne : la simplicité et la rapidité de traitement.Résultat j'ai fait la demande depuis mon ordinateur et elle a bien été classifiée mais je vais devoir attendre encore des jours et donc ciao les billets d'avion. C'est vraiment dommage car tout le reste est bien fait dans l'appli même si il y a des bugs énormes sur le chat (sur mobile comme sur pc).En gros tant que vous n'avez pas de problème c'est bien, sinon fuyez, le SAV est nullissime et c'est dommage, la relation avec une banque c'est le PLUS important. Qui plus est quand c'est en ligne.Je vais repasser en carte classique au plus vite et probablement quitter cette ""banque"" également en espérant ne pas avoir les mêmes soucis que les autre personnes qui ont déposé un avis ...PS: votre concurrent qui commence par R et qui finit par T répond à toutes mes demandes avec un humain qualifié derrière en 2mn chrono... Prenez exemple !--Réponse à Romain : ""Nous avons droit au repos comme tout un chacun.""=> Oui, vous avez droit au repos ça n'empêche pas il me semble ? Il suffit que vos employeurs mettent en place des équipes qui travaillent au moment où les autres se reposent 😅J'ai migré chez vous justement pour éviter l'administratif et le fait d'anticiper (et les délais impossibles des banques classiques). J'aurai dû mieux me renseigner car c'est raté.Je n'ai pas besoin de plus d'infos, juste d'un service à la hauteur qui plus est en payant un abonnement premium.Vous avez du souci à vous faire avec la concurrence avec ce niveau de réponse. Un client très déçu et mécontent qui ne va pas rester longtemps chez vous."
Mylha,Informations,5,05/07/23,FR,Professionnalisme et amabilité
Vadell,Conseillers à l écoute et trouvant des…,5,05/07/23,FR,Conseillers à l écoute et trouvant des solutions rapidement
Pascale ALBERTI-LE ROUX Pascale,Joindre un conseiller au téléphone,3,05/06/23,FR,"J'ai trouvé très difficile d'être mis en contact avec un conseiller, au final c'est ma fille qui a dû le faire. Manifestement il y a un langage bien spécifique pour écrire un message au robot. J'ai 60 ans et manifestement je n'ai pas les codes ni la rapidité d'écriture pour arriver à être mis en relation avec un conseiller"
alain,faut persévérer,4,05/06/23,FR,faut persévérer ! ...
Mustapha,Conseiller/ conseillère très précis…,5,05/06/23,FR,Conseiller/ conseillère très précis dans les explications.
Yves,2023 disponible convivial et…,5,05/06/23,FR,2023 disponible convivial et comprtent2023
Laurence,Rapide et efficace,5,05/06/23,FR,Rapide et efficace ! Conseiller aimable et serviable
Gaelle,Réactif!,5,05/06/23,FR,Mon problème a été pris en mains rapidement. Transféré au service technique les explications étaient claires et précises. Problème résolu dans la journée !
MALAIZIER25170,Besoin de renseignements,4,05/06/23,FR,Un prélèvement bizarre et recherche d’explications.
christelle Grinard,Problème résolu très rapidement,5,05/06/23,FR,"Personne très sympa, investie et persévérante. Problème résolu très rapidement."
Maryse ROGER,Bonne réactivité pour solutionner mon problème dans les 48 heures,5,05/06/23,FR,Bonne réactivité pour solutionner mon problème
Marie-Claire Veuillet,Rien à redire,5,05/06/23,FR,"Rien à redire. Échange clair, concis, efficace. Conseiller très agréable."
Magali,Qualité de la relation client.,5,05/05/23,FR,L'échange téléphonique a été efficace et bienveillant
RIBATI Taj,Très satisfait,5,05/05/23,FR,Tout du début de mon appel jusqu’à la fin
Michel,Bonnes réponses,5,05/05/23,CH,La réceptioniste a répondu à toute mes questions
Nafissatou,Qualité,5,05/05/23,FR,"Jai vite eu un conseiller,que ce soit en appel ou chat ils sont professionnels,ils prennent le temps de bien comprendre,et savent mettre a l'aise tel un échange entre pote."
Barbara,Personne très réactive,5,05/05/23,FR,"Personne très réactive , sympathique, professionnelle....je me suis sentie comprise"
Marie-Christine Kolb,J'ai eu un problème avec un prélèvement…,5,05/05/23,FR,J'ai eu un problème avec un prélèvement dont je n'avais pas connaissance. Dès que j'ai demandé qu'on me rappelle le service orange bank l'a fait et les conseils et leur écoute m'ont rassuré. J'ai eu plusieurs personnes et tous ont été extrêmement courtois et m'ont aidé au mieux à régler mon litige.
Client,À part une attente relativement longu,5,05/05/23,FR,À part une attente relativement longue pour avoir un conseiller tout s'est bien passé le conseiller qui était une conseillère était très agréable et surtout très efficace
Gabriel Gimes,l'intelligence artificiel va nous tuez !!!!,3,05/05/23,FR,je pense qu'une fois qu'on réussi enfin a avoir quelqu'un d'autre que django par messagerie ! ( j'y ai perdu 45 mn ensuite enfin on arrive avec une vrai personne a régler les choses que l'on aimerai traiter !!!!
Patrice Chevalier,Demande de dédommagement pour un…,4,05/05/23,FR,"Demande de dédommagement pour un paiement n'ayant pas pu être effectué, vu un problème informatique."
Sophie,Un conseiller très aimable,3,05/05/23,FR,"Un conseiller très aimable, avec l'objectif de résoudre le problème. Par contre, un temps d'attente vraiment très long"
gencel therese,résiliation,5,05/05/23,FR,C est personne est très agréable et professionnellePart contre des expériences antérieures très descevente
Nathalie ,Tout c bien passé,4,05/05/23,FR,
Frederic,Réponse rapide et professionnelle…,5,05/05/23,FR,Réponse rapide et professionnelle problème vite résolu
Stephane Maxime Bergeat,Profil,5,05/05/23,FR,Service client réactif et à l'écoute
Anne,échange par mail,5,05/05/23,FR,"échange par mail, rapide avec une réponse précise et résolution du problème"
Valerii,Merci beaucoup,5,05/05/23,FR,Merci beaucoup ! Le Mec))
Eric,Très clair,5,05/05/23,FR,L'attente au téléphone est assez courte Et le commercial était à l'écoute et m'a accompagnée dans mes démarches Avec succès.
Gerald,Impeccable,5,05/05/23,FR,Impeccable je recommande
Muriel Vincent,Suite au vol de ma CB,5,05/05/23,FR,"Suite au vol de ma CB, la réception de la nouvelle carte bancaire a été très rapide et la facilité pour faire opposition à l'ancienne était très appréciable et rassurant"
Gondol,Satisfaction,5,05/05/23,FR,Accueil rapide et constructifTéléconseillère très agréable
Mimi,Très bon contact et très peu d'attente.,5,05/05/23,FR,
Marie Therese,mot de passe oublier,5,05/05/23,RE,problème de connexion a mon compte qui a était vite résolue
Alex Capre,Très bon expérience,5,05/05/23,FR,L'entreprise a pû donner suite à ma demande
Sannier-Caffier Philippe,Rien de spécial à vous indiquer,4,05/05/23,FR,
Stéphanie,Réponses direct,5,05/05/23,FR,
Elisabeth,Depuis le changement j'ai (voir si DESSUS) i été déçue sur…,4,05/05/23,FR,Depuis le changement j'ai été déçue sur le fait de mes achats la carte ne voulait plus fonctionner car le compte courant n'était pas réapprovisionné Et je ne vous dis pas la surprise.
Djamila,Mon problème a été résolu rapidement…,5,05/05/23,FR,Mon problème a été résolu rapidement ;le conseiller a répondu à mes questions de manière claire et a été bienveillant Petit bémol : quand un incident survient et touche tous les clients Orangebank il faudrait envoyer un sms d'alerte ou un email pour nous informer merci
DRIAS,Très satisfait dans l'ensemble hormis…,5,05/05/23,FR,Très satisfait dans l'ensemble hormis l'option premium qui engendre des prélèvements tous les mois
Alain  Rey,Très bien,5,05/05/23,FR,Elle m'a apporté toute satisfaction et réponse à mes questions
Hawa,Merci pour votre gentillesse,5,05/05/23,FR,
jp01000,impossible de se connecter a l'appli,1,05/05/23,FR,impossible de se connecter a l'applidonc impossible de se connecter au siteimpossible de d'accerder au chatbotimpossible d'avoir un contactle numero de contact a ete obtenu parun forum...3j sans avoir acces a ma banque
Rainaldo Francois,Assez bien,4,05/05/23,FR,"Lors de l'appel téléphonique, j'ai du attendre au moins une demi heure pour qu'un conseiller puisse me répondre.L'échange était parfait.Merci,"
JacquesPITRAS,De trés grosses difficultés pour…,3,05/05/23,FR,De trés grosses difficultés pour accéder au compte
Cedric,trés bonne,4,05/05/23,FR,trés bonne car les deux personnes trés sympathique et efficace.Seul bémol impossible de joindre un conseiller pour un probleme de compte.Seul le service téchnique est joingnableGlobalement TOP
Patrick,Renseignement,5,05/05/23,FR,Demande de renseignement
Victor,Facilité gestion,5,05/05/23,FR,
FROMENTEAU PASCALE,Ecoute,5,05/05/23,FR,Réponse rapide. Teleconseillere à l'écoute. A bien compris ma problématique. Amabilité et compétence.
Charlise,Orange bank c est satisfaisante,5,05/05/23,FR,Orange bank est une bank fiable avec de très bonne condition  et beaucoup d avantages que les autre banque en ligne
Monsieur BERCHEL,Bien passé cool,4,05/05/23,FR,Toutes mes questions ont eu une réponse rapide très vite
Oihiba,l'expérience est principalement liée au…compte,5,05/05/23,FR,l'expérience est principalement liée au professionnalisme de mon interlocuteur
Françoise BONHOURE ,Super conseillère,5,05/05/23,FR,"La conseillère a parfaitement et patiemment répondu à mes questions.  Il faut juste réussir à dépasser l'exaspérante bande d'accueil avec ses "" taper 1, 2, 3..."" qui vous déroule son blabla et termine en vous conseillant internet avant de vous raccrocher au nez."
yves BOGET,Malgré les problèmes du départ,5,05/05/23,FR,"Malgré les problèmes du départ, les services ont fait le maximum pour tout résoudre"
Marie CHAFIK,Demande de prêt personnel accordé…,5,05/05/23,FR,Demande de prêt personnel accordé rapidement sans fournir beaucoup de documents
Jean-Michel,Conseiller a l'écoute efficace pour le…,4,05/05/23,FR,Conseiller a l'écoute efficace pour le reste je suis en attente de la résolution de mon problème
anthony coco,Orange bank n 1,5,05/05/23,FR,Orange bank est plus sérieux que ma banque ''traditionnelle'' . Je pense un jour ne traiter qu avec eux
Denis,Avoir plus rapidement un conseiller au…,4,05/05/23,FR,Avoir plus rapidement un conseiller au lieu de passer par un robot. Serait bien. Le reste c'est bon.
Mme FABIENNE LECROQ,Problème important,5,05/05/23,FR,J'avais un gros problème et la conseillère que j'ai eu a compris rapidement l'urgence de la situation. Elle a été d'une extrême gentillesse et d'amabilité.
Élisabeth,J'ai été satisfaite de la réponse à ma…,5,05/05/23,FR,J'ai été satisfaite de la réponse à ma question
Thierry,Réponse rapide à ma demande et de…,5,05/05/23,FR,"Réponse rapide à ma demande et de surcroît positive puisqu'elle à correspondu à mon attente, merci."
NN,Rapidité et a l'écoute,5,05/05/23,RE,
M. LARDAL Johann,Je suis satisfait de la rapidité et de…,5,05/05/23,RE,Je suis satisfait de la rapidité et de l'écoute positive de ma demande.
Catherine Nébot,Très bon échange avec l'opératrice,4,05/05/23,FR,Très bon échange avec l'opératrice. Par contre Très grande déception par rapport aux informations données d'un opérateur à l'autre. Bcp trop de mauvaises informations. Mon fils Poggi Andy aussi en a fait les frais.
Malterre,Continuez!,5,05/05/23,FR,Cet appel m'a permis de connaître mieux Orange Bank et d'apprécier la réactivité et le savoir-faire de l'agent conseil.
Boston,On répond toujours à mes questions,5,05/05/23,FR,
Philippe,Problème d'authentification multiplateformes,5,05/04/23,FR,Le conseiller s'est avéré très efficace et a pris le temps nécessaire à la résolution de mon problème
Christophe,Très bonne échange,5,05/04/23,ES,"Je suis tombé sur une personne très sympathique et intelligente,  problème résolu très rapidement"
Jennifer,Conseiller gentil et professionnel.,5,05/04/23,FR,
Sylvie,Accompagnement dans la nouvelle application,5,05/04/23,FR,Accessibilité et efficacité
Gaelle Lutin,Super,5,05/04/23,FR,CEST SUPER RIEN NA DIRE
Karim,Bien,5,05/04/23,FR,Je suis ravie ! 100% service client très a l' écoute
Philippe  GOSSO,Mon expérience  a été très bonne,5,05/04/23,FR,
Patrice SILLIARD,nouvelle carte bancaire,5,05/04/23,FR,Pas de carte de paiement sans avoir téléchargé GBanque.Si tél portable pas ok => obligé de prendre carte dans une autre banque.
bastien Land,Fuyez !!!,1,05/04/23,FR,"Alors quand je vois certaines personnes qui se plaignent qu'on leur clôture leur compte sans prévenir mais quelle chance !!! Malgré mes recommandés , mes mails pour demander la clôture de mon compte on me fait tourner en rond, ma première demande a plus de 6 mois... On ne ferme pas mon compte et on en profite pour me facturer des intérêts qui sont non justifiés.. aucun service client plus d'un mois pour obtenir une réponse, a bannir ,a fuir.... cette banque est minable et lamentable..."
Nadia Halimi,Service client au top je remercie…,5,05/03/23,FR,Service client au top je remercie Romain pour sa patience et son aide oour solutionner mon problème.
Marchetti Luc,Après un changement de téléphone…,1,05/03/23,FR,"Après un changement de téléphone pourtant pris chez Orange et sans changement de numéro, impossible d'accéder à mon compte pendant 2 mois. 36€ en négatif et autant de frais. Impossible d'avoir un contact Orange Bank. Les techniciens et experts Orange téléphonie n'avaient aucune informations sur le problème enfin résolu après la mise à jour chez eux. En cas de problème, même en en faisant la demande par mail, des réponses à coté de vos demandes et toujours sans rappels. Fuyez Orange Bank car en cas de problème vous les garderez sans issues."
Lemoing,ma demande de pret a été accordée très rapidement,5,05/03/23,RE,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
LEANDRO PINTO,Jamais déçu,5,05/02/23,FR,"très bonne banque,jamais été déçu,très a l'écoute avec ces clients"
Marty Cars,Banque à éviter,1,05/02/23,FR,"Banque à éviter. Je suis client de beaucoup de banque en ligne, j'en suis généralement content. Sauf cette dernière. Des procédures beaucoup trop rigides sur des délais impensables, au point de mettre leur client dans la difficulté sans se poser de question. Mon exemple ? J'ai vendu mon véhicule à un particulier, ce dernier me paye en chèque de banque. Je me décide donc de faire confiance à Orange bank pour me créditer mes 33.000€ suite à cette vente. Evidemment je dois ressortir l'argent assez rapidement car qui dit vente d'une voiture, dit aussi rachat d'une nouvelle.  Je sais très bien, que les fonds d'un chèque de banque sont conservés sur le compte en blocage de provision pendant 15 jours, cela correspondant au délai pour lequel un chèque peut revenir impayé ( A moins d'un avis de sort pouvant accélérer le processus des 15 jours) .SAUF QUE chez Orange bank, on vous dit que ce délai est de 60 jours  !!!! Il n'y a rien qui puisse justifier de conserver les fonds d'un client si longtemps. Evidemment le service client est inefficace, et ne fait rien pour prendre en charge la demande et réellement faire avancer les choses.  En conclusion, Orange Bank se garde mes 33000€ pendant 60 jours, pendant que moi, je ne suis plus en mesure de m'acheter mon véhicule. La concession m'a écris dans le bon de commande un mois pour régler, je vais donc perdre ma voiture, perdre mon acompte, et je dois me débrouiller sans être véhiculé pendant 2 mois  !! MERCI ORANGE"
Patrick,Satisfait,4,05/01/23,FR,"ras application efficace et sans frais consultation aisée et suivi en temps réel des dépenses et recettes, petit bemol pas possible de joindre un conseiller en réel par téléphone.."
NABONNE,Déjà exprimée précédemment,4,05/01/23,FR,
Guillot,PRATIQUE,4,05/01/23,FR,"Simple , pas de frais inutiles, et un bon suivi avec appel téléphonique en cas de doutes sur usager."
Nathalie Cattrat,Je ne me sers pas beaucoup d'orange…,2,04/30/23,FR,"Je ne me sers pas beaucoup d'orange bank...et quand je veux l'utiliser, il faut faire une mise à jour...payante si on est hors réseau ! Insupportable !"
Cohen,Aucun souci avec orange bank,5,04/30/23,FR,Bonne expérience personnel compétent réactif rapide
Paul Paris 19,je suis client (satisfait) depuis qq années ...,5,04/30/23,FR,"je suis client depuis qq années, au début par curiosité pour avoir un compte 'à part' de mon compte ppal avec une CB gratuite. j'envisage aujourd hui de passer sur l offre carte premium pour le zero frais à l'atranger et la garantie de 3 ans en + (un top pour l electroménager !!). il manque encore qq services pour en faire une banque principale-- compte joint -- offres patrimoniales (getion AV pilotée...)  mais c'est peut être que je ne suis pas dans le coeur de cible.... en tt cas, un bon service, un rapport qualité/prix au top."
Housty,Simple et utile,4,04/30/23,FR,Pour moi cela reste simple d'utiliser d'utiliser la carte
Razanadrasoa,Modifier les cartes bancaires,5,04/30/23,RE,Oui c'est bonne experience et j'attend des bonnes reponses .
Thiaw Ngom,Meilleur téléphone IPhone,5,04/29/23,FR,
Peysse,très bon accueil.,5,04/29/23,FR,L'accueil très bien et le service demandé rien à redire parfait....
Isabelle Petitjean,Cliente depuis une quinzaine de jours,5,04/29/23,FR,"Cliente depuis une quinzaine de jours , j ai choisi la carte prenium , les conseillers sont super sympas et super professionelles , j ai décidé d en faire mon compte courant , c est simple et sympa !!!"
Lucien,Tout va très bien !,5,04/29/23,FR,
Ngandi,Tout va bien,4,04/29/23,FR,Les promesses sont tenues
Igue,Réponse simplifiée et rapide,5,04/29/23,FR,
GUITTON ,Après un grosse panne sur ma voiture,5,04/29/23,FR,"Après un grosse panne sur ma voiture , il a fallut que je trouve une solution et vous avez été les seuls à me faire confiance et pour cela , je vous en remercie"
Hammadi,Très bonne banque.,5,04/29/23,FR,
Boubaker,Réponse rapide,5,04/28/23,FR,Excellent service et surtout respect des délais
Vincent Pryckodko,Service client réactif sur Twitter,5,04/28/23,FR,Problème de connexion mais résolu par le service client sur Twitter
Talbot,Très bien,4,04/28/23,MQ,Bon Accueil Hôtesse agréable
Thierry ,Pour mettre opposition sur un…,4,04/28/23,FR,Pour mettre opposition sur un prélèvement c'est pas moyen de le faire sans vous appeler pour les virements ils ne sont pas modifiables ce qui est dommage
Garnier,Aucun souci depuis l'ouverture du compte,4,04/27/23,FR,
Nelson,Super chatbot pour récupération de l'identifiant,5,04/27/23,FR,Application bancaire très bien faite: très bon chatbot par exemple pour récupération du numéro d'identifiant et installation sur nouveau téléphone de l'appli et du paiement par téléphone: tout cela a été super simple !!!
joelle F,A fuire,1,04/27/23,FR,Orange Bank c'est bien si vous prenez la carte premium car si vous avez la carte classique et que vous faites frauder votre compte impossible pour vous de les avoir au téléphone j'ai mis ma carte en opposition pour une fraude dimanche on me prélève la même somme le jeudi et la personne avec qui j'ai pu parler sur l'application me dit que c'est un paiement avec la même carte on marche sur la tête j'ai qu'une hâte partir de chez eux
steeve,service clientèle très reactif,5,04/27/23,GF,
Delhomme,simplicité intuitif,4,04/27/23,FR,
Laura Walkowiak,Parfait,5,04/27/23,FR,Parfait. Une excellente seconde banque
jean marc Heriaud,A fuir ABSOLUMENT,1,04/27/23,FR,Application bloquée depuis 3 jours et personne pour informer le client.Démerde toi pour faire un virement ou autre.De plus j ai fait 2 retraits dab de 300 euros mais qui ont été comptabilisés 2 fois!!! Soit 1200 eurosIncroyable
Parm,Pire banque tu les appelles parce que…,1,04/27/23,FR,"Pire banque tu les appelles parce que tu n'arrives pas à te connecter à ton application mais leur messagerie ""pour nous contacter vous devez passer par l'application"" Il y a aucune logique, l'application ne fonctionne jamais à eviter !!"
lilu luli,sans regret,5,04/27/23,FR,"banque pratique rapide et sécurisée, je recommande !"
Labesse,Tous mes paiements ne sont pas en contrôles avec OrangeBank dommage,4,04/27/23,FR,Les paiements par carte bancaire sont sécurisé.Mais restons vigilants les factures zéro n'existe pas
Francoise BARTHEZ,Accès appli impossible depuis 12 heures,3,04/27/23,FR,
Roux,j'ai appelé Orange Bank et résolution…,5,04/27/23,FR,j'ai appelé Orange Bank et résolution de mon dossier immédiate
Farouil,La réactivité de professionnels avisés…,4,04/27/23,FR,La réactivité de professionnels avisés par écrit ... Encore un petit effort pour les correspondances orales!
patrick robriquet,Très bien  pour la carte,4,04/27/23,FR,
Jonathan Drolet,Médiocre,1,04/27/23,FR,Médiocre . Ils vous bloque l'accès a votre compte sans raison .ils est impossible de rentrer en contact avec eux . deux plus c'est un robot 🤖 a fuire .
Client boudaud eric,Très bonne expérience interlocuteur…,4,04/27/23,FR,Très bonne expérience interlocuteur sympathique mise à disposition rapide
Juan Diego Gonzalez,Pas possible de me connecter à l'appli,1,04/27/23,FR,"Pas possible de me connecter à l'appli. Au début tout c'est passé très bien, acces correct, je reçoit ma carte et quand je veux acceder à l'appli pour l'activer, service indisponible, ça fait 2 jours déjà. Sur le chat pas possible de contacter avec un expert, toujours indisponibilité. La seule option envoyer un mail. Vraiment pouvre comme attention au client."
Marie Ange,RAS satisfait de ma banque en ligne,5,04/27/23,FR,RAS satisfait de ma banque en ligne. Je recommande sans hésiter
Sidick mohamed Traore,Orange Bank en Afrique,1,04/27/23,CI,Pourquoi n’essayez pas vous de vous installer dans les autres pays d’Afrique et même en Côte d’Ivoire Orange Bank n’est pas trop connue
Boulanger,le fait de pouvoir virer sur un autre …,5,04/27/23,RE,le fait de pouvoir virer sur un autre  compte par sms sans entrer toutes les informations bancaire du tiers.le virement instantanés sans frais.
Chiquel,Je n'arrive pas à me connecter sur mon…,1,04/27/23,FR,"Je n'arrive pas à me connecter sur mon application depuis hier, qu'est ce qu'il se passe ?"
Thierry,Dysfonctionnements de l'application,1,04/27/23,RE,"Ça fait maintenant 24h que je n'aarive pas à moi connecter à mon compte via l'application. Un message me signale que l'appli n'arrive pas à m'identifier, et qu'il faut réessayer ultérieurement."
AK,bank pas super - il manque beaucoup,1,04/26/23,FR,"App très basic, pénible à utiliser, lente, peut de service. Ça ne donne pas trop envie de passer au pack premium, pour just avoir des assurances et autres choses inutile. Je retourne à N26. Dommage que monzo ou Starling ne soit pas encore en France. De plus l’app est hors service depuis une mis journée. On voit comment ils ont réussi à poster un bilan positif pour ce trimestre."
Rodolphe  PAPET,Bons services bancaires avec…,4,04/26/23,FR,Très bons services bancaires avec toutefois les restrictions liées à l'absence d'agences et de conseillers physiques...
Lm,Depuis ce matin 8h je n’arrive toujours…,1,04/26/23,FR,"Depuis ce matin 8h je n’arrive toujours pas à me connecter à mon compte, avec un message en disant service momentanément indisponible , je trouve ceci scandale d’avoir une banque en ligne qui ne prévient pas des problème , aucune communication avec les clients, je pense réellement à changer de banque !!!"
Kouakou,Bank en ligne pas chère et,5,04/26/23,FR,"Bank en ligne pas chère et,  prompte à donner  des bons plans à ses clients."
Rekika,Mon application elle marche pas,5,04/26/23,FR,
emilie seymortier,Fuyez cette banque injoignable,1,04/26/23,FR,"Service client impossible à contacter par téléphone, application en bug constamment, impossible de pouvoir faire quoi que ce soit depuis plus de 24h même si on a besoin d´un document en urgence. Fuyez cette banque qui est dans l´incapacité de vous aider en cas de bug de leur application"
Mécaniques,Impossible de se connecter depuis des jours,1,04/26/23,FR,"Impossible de se connecter depuis des jours sur l'appli, et depuis aujourd'hui sur leur site.Vite vite que tout ça remarche juste le temps que je foute le camp de chez eux !"
LEDUC Pierre,Personnel,3,04/26/23,FR,"Refus de mise à disposition d'un chéquier sans explication rationnelle ni précisée...juste un ""Orange Bank se réserve le droit """
Begoghina,Le temps de traitement pour la…,4,04/26/23,RE,Le temps de traitement pour la modification du plafond est un peu longue
Brosius,J'aime tous les services proposés,5,04/26/23,GP,
JEAN-FRANCOIS DAME,Utilisation quotidienne,5,04/26/23,FR,"Toutes les opérations sont faciles d'utilisation surtout sur mobile (verser de l'argent, retirer de l'argent, disposer d'un récapitulatif de compte etc..)  Le niveau de sécurité est correct"
dzouka,Rapidité fiabilité clarté,5,04/25/23,FR,
José Fritot,simplicité et correct,5,04/25/23,FR,
Abdillah,super,4,04/25/23,YT,"Très très bonne , suffisant à-propos de conditions très bien"
TlzVno,Pour mon voyage à Madagascar,5,04/25/23,FR,"Pour mon voyage à Madagascar, l'utilisation de la carte Orange bank m'a beaucoup facilité le séjour."
SandraB,Carte premium au top,5,04/25/23,US,"Carte premium vraiment utile pour voyager, en terme d'assurance et de frais inexistants! L'appli est pratique et on a une liberté de mouvement qui est top, 👍compte en temps réel  c'est génial! Le seul point serait de laisser le client valider ses modifs avec effet immédiat pour ne pas le mettre en mauvaise posture, quite à demander un justificatif par la suite mais ne pas attendre la validation d'un conseiller. Mais cela reste un détail on peut quand même anticiper une demande si besoin.."
Chantal,la personne que j'ai eu a été à très à l'écoute,5,04/24/23,FR,la personne que j'ai eu a été à l'écoute de mon problème
Bothard Mbadinga,Très bonne gestion,5,04/24/23,FR,"Au départ sceptique, je me rend compte qu'orange Bank est une banque de confiance,avec des frais et des tarifs avantageux quant à la gestion de mon compte et pour cela, je dis Merci Orange Banque"
Jls,J'ai eu besoin d'un peu d'argent et…,5,04/24/23,FR,J'ai eu besoin d'un peu d'argent et j'ai reçu la réponse directe.
nathalie thomas,Sa permet de s'offrir quelque chose…,5,04/24/23,FR,Sa permet de s'offrir quelque chose d'utile sans toucher à son budget merci
Pierre Bono,Prêt Orange Bank,5,04/24/23,FR,"Bonjour,Je suis satisfait d'Orange Bank pour le prêt ouvert début 2023.Le remboursement demandé chaque mois est conforme à mes possibilités.Je remercie Orange Bank pour la qualité de ses services.Merci !"
Sollin,1961,5,04/24/23,FR,Compréhension des clients
Menacer,Achat de téléphones chers,5,04/24/23,FR,
Mme GIBLACA guilaine,efficacité et rapidité,5,04/24/23,GP,demande de prêt rapide sans trop de justificatif et sans une attente de rendez-vous. Accord immédiat et équipe très dynamique lors des demandes de renseignements sur le site.
Colliau,Offre la possibilité au personne…,4,04/24/23,FR,"Offre la possibilité au personne d'accéder a leur besoin ""pret""."
ZUCCHIATTI,Rassuré quand au changement de portable…,5,04/24/23,FR,Rassuré quand au changement de portable futur
Brunette Brunette,Meilleure banque ♥️,5,04/24/23,FR,"Elle est ma préférée ❤️, c'est une banque qui tient ses promesses et qui réponde aux besoins de ses clients."
Assani,Rapidité de traitement du dossier !,4,04/24/23,FR,
DENIZOT Jean-jacques,"achat de tel,a la boutique accueil …",5,04/24/23,FR,"achat de tel,a la boutique accueil  ,conseils,ect"
Akindou Aboke,Le Paiement est facile et parfait avec Orange Bank,4,04/24/23,CG,Le Paiement est facile et parfait avec Orange Bank.
Moi,Achat portable,5,04/23/23,FR,
